"chromosome","position","matched_gene_name"
"chr1",147221637,"KAZN"
"chr1",147221837,"KAZN"
"chr1",147222829,"KAZN"
"chr1",147222864,"KAZN"
"chr1",147222979,"KAZN"
"chr1",147223165,"KAZN"
"chr1",147223330,"KAZN"
"chr1",147244865,"KAZN"
"chr1",147245910,"KAZN"
"chr1",147253268,"KAZN"
"chr1",147256108,"KAZN"
"chr1",147258314,"KAZN"
"chr1",147259326,"KAZN"
"chr1",147264889,"KAZN"
"chr1",147277398,"KAZN"
"chr1",147279467,"KAZN"
"chr1",147279599,"KAZN"
"chr1",147286246,"KAZN"
"chr1",147290382,"KAZN"
"chr1",147293933,"KAZN"
"chr1",147295381,"KAZN"
"chr1",147295672,"KAZN"
"chr1",147313437,"KAZN"
"chr1",147319684,"KAZN"
"chr1",147320011,"KAZN"
"chr1",147331900,"KAZN"
"chr1",147338472,"KAZN"
"chr1",147341387,"KAZN"
"chr1",147341608,"KAZN"
"chr1",147350118,"KAZN"
"chr1",147351815,"KAZN"
"chr1",147354965,"KAZN"
"chr1",147355845,"KAZN"
"chr1",147365734,"KAZN"
"chr1",147365988,"KAZN"
"chr1",147377422,"KAZN"
"chr1",147383114,"KAZN"
"chr1",147384534,"KAZN"
"chr1",147387237,"KAZN"
"chr1",147415338,"KAZN"
"chr1",147429946,"KAZN"
"chr1",147433547,"KAZN"
"chr1",147453106,"KAZN"
"chr1",147455462,"KAZN"
"chr1",147455656,"KAZN"
"chr1",147467282,"KAZN"
"chr1",147470740,"KAZN"
"chr1",147492209,"KAZN"
"chr1",147495392,"KAZN"
"chr1",147497600,"KAZN"
"chr1",147497901,"KAZN"
"chr1",147499121,"KAZN"
"chr1",147509171,"KAZN"
"chr1",147510944,"KAZN"
"chr1",147512644,"KAZN"
"chr1",147525421,"KAZN"
"chr1",147532747,"KAZN"
"chr1",147532978,"KAZN"
"chr1",147535551,"KAZN"
"chr1",147541592,"KAZN"
"chr1",147546591,"KAZN"
"chr1",147548328,"KAZN"
"chr1",147552120,"KAZN"
"chr1",147559545,"KAZN"
"chr1",147561794,"KAZN"
"chr1",147568648,"KAZN"
"chr1",147571754,"KAZN"
"chr1",147576808,"KAZN"
"chr1",147579693,"KAZN"
"chr1",147587606,"KAZN"
"chr1",147598816,"KAZN"
"chr1",147601562,"KAZN"
"chr1",147620166,"KAZN"
"chr1",147623538,"KAZN"
"chr1",147625834,"KAZN"
"chr1",147627486,"KAZN"
"chr1",147636093,"KAZN"
"chr1",147646698,"KAZN"
"chr1",147651028,"KAZN"
"chr1",147655487,"KAZN"
"chr1",147658107,"KAZN"
"chr1",147660625,"KAZN"
"chr1",147665250,"KAZN"
"chr1",147666691,"KAZN"
"chr1",147666777,"KAZN"
"chr1",147676057,"KAZN"
"chr1",147676188,"KAZN"
"chr1",147689656,"KAZN"
"chr1",147690324,"KAZN"
"chr1",147694256,"KAZN"
"chr1",147701379,"KAZN"
"chr1",147719707,"KAZN"
"chr1",147721871,"KAZN"
"chr1",147726316,"KAZN"
"chr1",147733635,"KAZN"
"chr1",147736273,"KAZN"
"chr1",147738099,"KAZN"
"chr1",147738837,"KAZN"
"chr1",147738865,"KAZN"
"chr1",147741033,"KAZN"
"chr1",147744732,"KAZN"
"chr1",147745833,"KAZN"
"chr1",147750240,"KAZN"
"chr1",147751014,"KAZN"
"chr1",147754660,"KAZN"
"chr1",147760632,"KAZN"
"chr1",147765456,"KAZN"
"chr1",147766386,"KAZN"
"chr1",147774791,"KAZN"
"chr1",147778086,"KAZN"
"chr1",147779787,"KAZN"
"chr1",147780328,"KAZN"
"chr1",147782458,"KAZN"
"chr1",147788653,"KAZN"
"chr1",147792138,"KAZN"
"chr1",147801941,"KAZN"
"chr1",147802500,"KAZN"
"chr1",147805650,"KAZN"
"chr1",147810394,"KAZN"
"chr1",147811587,"KAZN"
"chr1",147812895,"KAZN"
"chr1",147816706,"KAZN"
"chr1",147819872,"KAZN"
"chr1",147825846,"KAZN"
"chr1",147837308,"KAZN"
"chr1",147850677,"KAZN"
"chr1",147854090,"KAZN"
"chr1",147867836,"KAZN"
"chr1",147868602,"KAZN"
"chr1",147881905,"KAZN"
"chr1",147883169,"KAZN"
"chr1",147885803,"KAZN"
"chr1",147886156,"KAZN"
"chr1",147891874,"KAZN"
"chr1",147891972,"KAZN"
"chr1",147909431,"KAZN"
"chr1",148263512,"KAZN"
"chr1",148270914,"KAZN"
"chr1",148278103,"KAZN"
"chr1",148289238,"KAZN"
"chr1",148293847,"KAZN"
"chr1",148310176,"KAZN"
"chr1",148314608,"KAZN"
"chr1",148323589,"KAZN"
"chr1",148329566,"KAZN"
"chr1",148335153,"KAZN"
"chr1",148348214,"KAZN"
"chr1",148349654,"KAZN"
"chr1",148350106,"KAZN"
"chr1",148353326,"KAZN"
"chr1",148353420,"KAZN"
"chr1",148353534,"KAZN"
"chr1",148354530,"KAZN"
"chr1",148929638,"KAZN"
"chr1",148946169,"KAZN"
"chr1",148989777,"KAZN"
"chr1",149745486,"KAZN"
"chr1",149843969,"KAZN"
"chr1",149882203,"KAZN"
"chr1",149888822,"KAZN"
"chr1",149910348,"KAZN"
"chr1",149914031,"KAZN"
"chr1",149914583,"KAZN"
"chr1",149920979,"KAZN"
"chr1",149925325,"KAZN"
"chr1",149931717,"KAZN"
"chr1",149937602,"KAZN"
"chr1",149966973,"KAZN"
"chr1",149983228,"KAZN"
"chr1",149995204,"KAZN"
"chr1",149996770,"KAZN"
"chr1",150006603,"KAZN"
"chr1",150019187,"KAZN"
"chr1",150024021,"KAZN"
"chr1",150024367,"KAZN"
"chr1",150027101,"KAZN"
"chr1",150030478,"KAZN"
"chr1",150037537,"KAZN"
"chr1",150067150,"KAZN"
"chr1",150082937,"KAZN"
"chr1",150089816,"KAZN"
"chr1",150115747,"KAZN"
"chr1",150134065,"KAZN"
"chr1",150135632,"KAZN"
"chr1",150162537,"KAZN"
"chr1",150170994,"KAZN"
"chr1",150176790,"KAZN"
"chr1",150194411,"KAZN"
"chr1",150210766,"KAZN"
"chr1",150213795,"KAZN"
"chr1",150216310,"KAZN"
"chr1",150217440,"KAZN"
"chr1",150237772,"KAZN"
"chr1",150251737,"KAZN"
"chr1",150261883,"KAZN"
"chr1",150273149,"KAZN"
"chr1",150273667,"KAZN"
"chr1",150278225,"KAZN"
"chr1",150284852,"KAZN"
"chr1",150288580,"KAZN"
"chr1",150297785,"KAZN"
"chr1",150302182,"KAZN"
"chr1",150303594,"KAZN"
"chr1",150305958,"KAZN"
"chr1",150306902,"KAZN"
"chr1",150338351,"KAZN"
"chr1",150363264,"KAZN"
"chr1",150366137,"KAZN"
"chr1",150385667,"KAZN"
"chr1",150390785,"KAZN"
"chr1",150398918,"KAZN"
"chr1",150423187,"KAZN"
"chr1",150435247,"KAZN"
"chr1",150453465,"KAZN"
"chr1",150453748,"KAZN"
"chr1",150460326,"KAZN"
"chr1",150496071,"KAZN"
"chr1",150500305,"KAZN"
"chr1",150512511,"KAZN"
"chr1",150525662,"KAZN"
"chr1",150532471,"KAZN"
"chr1",150533787,"KAZN"
"chr1",150537646,"KAZN"
"chr1",150554878,"KAZN"
"chr1",150556409,"KAZN"
"chr1",150563873,"KAZN"
"chr1",150567495,"KAZN"
"chr1",150570652,"KAZN"
"chr1",150609962,"KAZN"
"chr1",150611627,"KAZN"
"chr1",150612358,"KAZN"
"chr1",150623935,"KAZN"
"chr1",150636418,"KAZN"
"chr1",150642618,"KAZN"
"chr1",150681319,"KAZN"
"chr1",150686495,"KAZN"
"chr1",150689311,"KAZN"
"chr1",150694321,"KAZN"
"chr1",150697476,"KAZN"
"chr1",150701208,"KAZN"
"chr1",150701551,"KAZN"
"chr1",150703007,"KAZN"
"chr1",150706434,"KAZN"
"chr1",150706557,"KAZN"
"chr1",150711036,"KAZN"
"chr1",150743306,"KAZN"
"chr1",150755063,"KAZN"
"chr1",150771016,"KAZN"
"chr1",150777437,"KAZN"
"chr1",150808483,"KAZN"
"chr1",150810566,"KAZN"
"chr1",150810982,"KAZN"
"chr1",150820140,"KAZN"
"chr1",150824340,"KAZN"
"chr1",150830551,"KAZN"
"chr1",150836413,"KAZN"
"chr1",150836640,"KAZN"
"chr1",150879578,"KAZN"
"chr1",150889484,"KAZN"
"chr1",150891688,"KAZN"
"chr1",150912300,"KAZN"
"chr1",150935479,"KAZN"
"chr1",150946359,"KAZN"
"chr1",150954676,"KAZN"
"chr1",150961247,"KAZN"
"chr1",150968149,"KAZN"
"chr1",150979381,"KAZN"
"chr1",150986360,"KAZN"
"chr1",150986501,"KAZN"
"chr1",150987874,"KAZN"
"chr1",150989393,"KAZN"
"chr1",151003737,"KAZN"
"chr1",151025247,"KAZN"
"chr1",151034061,"KAZN"
"chr1",151039067,"KAZN"
"chr1",151043392,"KAZN"
"chr1",151043920,"KAZN"
"chr1",151090481,"KAZN"
"chr1",151101699,"KAZN"
"chr1",151131602,"KAZN"
"chr1",151143521,"KAZN"
"chr1",151144534,"KAZN"
"chr1",151156778,"KAZN"
"chr1",151163379,"KAZN"
"chr1",151286567,""
"chr1",151310365,""
"chr1",151322999,""
"chr1",151346466,""
"chr1",151368941,""
"chr1",151371674,""
"chr1",151372265,""
"chr1",151375270,""
"chr1",151375344,""
"chr1",151376698,""
"chr1",151378584,""
"chr1",151383382,""
"chr1",151401549,""
"chr1",151433316,""
"chr1",151440704,""
"chr1",151446003,""
"chr1",151466396,""
"chr1",151524900,""
"chr1",151538792,""
"chr1",151540419,""
"chr1",151542127,""
"chr1",151542712,""
"chr1",151548255,""
"chr1",151549457,""
"chr1",151565890,""
"chr1",151635620,""
"chr1",151649644,""
"chr1",151664589,""
"chr1",151679793,""
"chr1",151695242,""
"chr1",151700182,""
"chr1",151704773,""
"chr1",151718672,""
"chr1",151742803,""
"chr1",151760859,""
"chr1",151763100,""
"chr1",151767944,""
"chr1",151775494,""
"chr1",151806423,""
"chr1",151807701,""
"chr1",151809614,""
"chr1",151811221,""
"chr1",151813896,""
"chr1",151820338,""
"chr1",151820508,""
"chr1",151820698,""
"chr1",151829204,""
"chr1",151829475,""
"chr1",151832573,""
"chr1",151857622,""
"chr1",151870568,""
"chr1",151899000,""
"chr1",151922617,""
"chr1",151934697,""
"chr1",151946870,""
"chr1",151971021,""
"chr1",151982754,""
"chr1",151994269,""
"chr1",152026871,""
"chr1",152039910,""
"chr1",152050513,""
"chr1",152090274,""
"chr1",152090291,""
"chr1",152097996,""
"chr1",152106838,""
"chr1",152107513,""
"chr1",152134377,""
"chr1",152169611,""
"chr1",152173185,""
"chr1",152179853,""
"chr1",152183846,""
"chr1",152187297,""
"chr1",152189630,""
"chr1",152193013,""
"chr1",152212011,""
"chr1",152236184,""
"chr1",152247203,""
"chr1",152247321,""
"chr1",152274295,""
"chr1",152286602,""
"chr1",152287266,""
"chr1",152303083,""
"chr1",152309791,""
"chr1",152312603,""
"chr1",152313650,""
"chr1",152328341,""
"chr1",152334037,""
"chr1",152348868,""
"chr1",152358764,""
"chr1",152371417,""
"chr1",152393453,""
"chr1",152397319,""
"chr1",152399559,""
"chr1",152404234,""
"chr1",152409644,""
"chr1",152412283,""
"chr1",152419091,""
"chr1",152426802,""
"chr1",152439337,""
"chr1",152439478,""
"chr1",152458366,""
"chr1",152459455,""
"chr1",152500159,""
"chr1",152507240,""
"chr1",152524738,""
"chr1",152536086,""
"chr1",152537872,""
"chr1",152566917,""
"chr1",152572939,""
"chr1",152574413,""
"chr1",152576004,""
"chr1",152576430,""
"chr1",152577400,""
"chr1",152580889,""
"chr1",152582529,""
"chr1",152625472,""
"chr1",152625959,""
"chr1",152626515,""
"chr1",152630965,""
"chr1",152640434,""
"chr1",152645305,""
"chr1",152646788,""
"chr1",152652446,""
"chr1",152659957,""
"chr1",152662725,""
"chr1",152670684,""
"chr1",152673803,""
"chr1",152678368,""
"chr1",152681909,""
"chr1",152699529,""
"chr1",152701744,""
"chr1",152705739,""
"chr1",152710433,""
"chr1",152712390,""
"chr1",152712549,""
"chr1",152717972,""
"chr1",152718071,""
"chr1",152719996,""
"chr1",152724862,""
"chr1",152728765,""
"chr1",152736980,""
"chr1",152740271,""
"chr1",152741294,""
"chr1",152746842,""
"chr1",152751577,""
"chr1",152755996,""
"chr1",152761914,""
"chr1",152762320,""
"chr1",152774650,""
"chr1",152777415,""
"chr1",152778030,""
"chr1",152786043,""
"chr1",152787202,""
"chr1",152799361,""
"chr1",152806050,""
"chr1",152810779,""
"chr1",152811248,""
"chr1",152820947,""
"chr1",152828940,""
"chr1",152840102,""
"chr1",152842797,""
"chr1",152850904,""
"chr1",152854774,""
"chr1",152859793,""
"chr1",152865668,""
"chr1",152870622,""
"chr1",152875416,""
"chr1",152878462,""
"chr1",152880661,""
"chr1",152882448,""
"chr1",152892192,""
"chr1",152895812,""
"chr1",152897287,""
"chr1",152901620,""
"chr1",152908196,""
"chr1",152913437,""
"chr1",152915702,""
"chr1",152917994,""
"chr1",152922151,""
"chr1",152946080,""
"chr1",152951222,""
"chr1",152954215,""
"chr1",152965450,""
"chr1",152968833,""
"chr1",152969457,""
"chr1",152973464,""
"chr1",152973818,""
"chr1",152979592,""
"chr1",152982283,""
"chr1",152986771,""
"chr1",153027217,""
"chr1",153027497,""
"chr1",153052158,""
"chr1",153061754,""
"chr1",153064987,""
"chr1",153069427,""
"chr1",153071533,""
"chr1",153072520,""
"chr1",153092811,""
"chr1",153101742,""
"chr1",153107045,""
"chr1",153115185,""
"chr1",153126869,""
"chr1",153131296,""
"chr1",153156422,""
"chr1",153163879,""
"chr1",153169852,""
"chr1",153170572,""
"chr1",153179146,""
"chr1",153195389,""
"chr1",153197841,""
"chr1",153198707,""
"chr1",153206966,""
"chr1",153208886,""
"chr1",153209815,""
"chr1",153210612,""
"chr1",153210851,""
"chr1",153211369,""
"chr1",153212918,""
"chr1",153216026,""
"chr1",153217461,""
"chr1",153217502,""
"chr1",153224964,""
"chr1",153228363,""
"chr1",153228511,""
"chr1",153237112,""
"chr1",153238332,""
"chr1",153240192,""
"chr1",153242669,""
"chr1",153245501,""
"chr1",153252638,""
"chr1",153253410,""
"chr1",153254701,""
"chr1",153263748,""
"chr1",153269201,""
"chr1",153273149,""
"chr1",153276596,""
"chr1",153281264,""
"chr1",153293051,""
"chr1",153303501,""
"chr1",153304947,""
"chr1",153311947,""
"chr1",153322177,""
"chr1",153326898,""
"chr1",153338271,""
"chr1",153343624,""
"chr1",153352680,""
"chr1",153355280,""
"chr1",153357702,""
"chr1",153362908,""
"chr1",153366275,""
"chr1",153370702,""
"chr1",153372160,""
"chr1",153379651,""
"chr1",153380148,""
"chr1",153390031,""
"chr1",153404510,""
"chr1",153405027,""
"chr1",153417769,""
"chr1",153423630,""
"chr1",153429188,""
"chr1",153434085,""
"chr1",153459085,""
"chr1",153460873,""
"chr1",153461220,""
"chr1",153483873,""
"chr1",153487826,""
"chr1",153537414,""
"chr1",153606610,""
"chr1",153616367,""
"chr1",153658595,""
"chr1",153668351,""
"chr1",153670433,""
"chr1",153686004,""
"chr1",153688513,""
"chr1",153717537,""
"chr1",153730537,""
"chr1",153736430,""
"chr1",153741776,""
"chr1",153750561,""
"chr1",153770758,""
"chr1",153770841,""
"chr1",153779589,""
"chr1",153779663,""
"chr1",153781249,""
"chr1",153783607,""
"chr1",153796506,""
"chr1",153796924,""
"chr1",153800953,""
"chr1",153804190,""
"chr1",153805372,""
"chr1",153806936,""
"chr1",153876693,""
"chr1",153893060,""
"chr1",153916566,""
"chr1",153953602,""
"chr1",153963067,""
"chr1",153969038,""
"chr1",154019235,""
"chr1",154020258,""
"chr1",154022171,""
"chr1",154058741,""
"chr1",154144396,""
"chr1",154151047,""
"chr1",154157154,""
"chr1",154177972,""
"chr1",154188389,""
"chr1",154191663,""
"chr1",154199074,""
"chr1",154207203,""
"chr1",154222103,""
"chr1",154224650,""
"chr1",154237014,""
"chr1",154252868,""
"chr1",154264094,""
"chr1",154280384,""
"chr1",154306323,""
"chr1",154306707,""
"chr1",154307499,""
"chr1",154309670,""
"chr1",154309746,""
"chr1",154316204,""
"chr1",154319685,""
"chr1",154320023,""
"chr1",154323600,""
"chr1",154331500,""
"chr1",154335154,""
"chr1",154341932,""
"chr1",154344805,""
"chr1",154346088,""
"chr1",154347213,""
"chr1",154347280,""
"chr1",154353890,""
"chr1",154361093,""
"chr1",154376105,""
"chr1",154378113,""
"chr1",154382775,""
"chr1",154384005,""
"chr1",154391509,""
"chr1",154391664,""
"chr1",154409573,""
"chr1",154423363,""
"chr1",154438479,""
"chr1",154443301,""
"chr1",154446403,""
"chr1",154453788,""
"chr1",154457616,""
"chr1",154489884,""
"chr1",154508009,""
"chr1",154533410,""
"chr1",154537227,""
"chr1",154544102,""
"chr1",154565729,""
"chr1",154578556,""
"chr1",154581881,""
"chr1",154587366,""
"chr1",154596207,""
"chr1",154599350,""
"chr1",154600943,""
"chr1",154610494,""
"chr1",154617152,""
"chr1",154628681,""
"chr1",154635438,""
"chr1",154658022,""
"chr1",154659410,""
"chr1",154661037,""
"chr1",154680096,""
"chr1",154701279,""
"chr1",154709474,""
"chr1",154719612,""
"chr1",154719793,""
"chr1",154720407,""
"chr1",154728930,""
"chr1",154731249,""
"chr1",154738428,""
"chr1",154738750,""
"chr1",154741023,""
"chr1",154744407,""
"chr1",154745432,""
"chr1",154751527,""
"chr1",154756918,""
"chr1",154760300,""
"chr1",154763764,""
"chr1",154766628,""
"chr1",154778340,""
"chr1",154778513,""
"chr1",154780991,""
"chr1",154782650,""
"chr1",154783367,""
"chr1",154783628,""
"chr1",154785946,""
"chr1",154788592,""
"chr1",154797085,""
"chr1",154801971,""
"chr1",154806202,""
"chr1",154806646,""
"chr1",154807068,""
"chr1",154809413,""
"chr1",154811103,""
"chr1",154814660,""
"chr1",154814737,""
"chr1",154816560,""
"chr1",154818652,""
"chr1",154819200,""
"chr1",154821287,""
"chr1",154821322,""
"chr1",154822421,""
"chr1",154824236,""
"chr1",154824419,""
"chr1",154828771,""
"chr1",154835811,""
"chr1",154838207,""
"chr1",154838651,""
"chr1",154838959,""
"chr1",154841721,""
"chr1",154841877,""
"chr1",154842781,""
"chr1",154859449,""
"chr1",154895579,""
"chr1",154928245,""
"chr1",154932364,""
"chr1",154946604,""
"chr1",154948056,""
"chr1",154965387,""
"chr1",154971680,""
"chr1",155018913,""
"chr1",155023027,""
"chr1",155031478,""
"chr1",155034826,""
"chr1",155036782,""
"chr1",155047234,""
"chr1",155056777,""
"chr1",155058900,""
"chr1",155060538,""
"chr1",155066280,""
"chr1",155107001,""
"chr1",155114429,""
"chr1",155122682,""
"chr1",155134074,""
"chr1",155142784,""
"chr1",155162859,""
"chr1",155177242,""
"chr1",155183255,""
"chr1",155192276,""
"chr1",155225189,""
"chr1",155227671,""
"chr1",155231444,""
"chr1",155236550,""
"chr1",155256424,""
"chr1",155260340,""
"chr1",155267413,""
"chr1",155290592,""
"chr1",155313038,""
"chr1",155340652,""
"chr1",155367547,""
"chr1",155444977,""
"chr1",155521622,""
"chr1",155536176,""
"chr1",155560221,""
"chr1",155566947,""
"chr1",155570869,""
"chr1",155593361,""
"chr1",155610040,""
"chr1",155619329,""
"chr1",155648839,""
"chr1",155660961,""
"chr1",155667870,""
"chr1",155673356,""
"chr1",155676434,""
"chr1",155680200,""
"chr1",155707432,""
"chr1",155718809,""
"chr1",155725505,""
"chr1",155730251,""
"chr1",155752932,""
"chr1",155818076,""
"chr1",155847997,""
"chr1",155849866,""
"chr1",155857993,""
"chr1",155898208,""
"chr1",155952404,""
"chr1",155957961,""
"chr1",155981711,""
"chr1",156008934,""
"chr1",156040996,""
"chr1",156057759,""
"chr1",156076182,""
"chr1",156087177,""
"chr1",156092741,""
"chr1",156108458,""
"chr1",156131758,""
"chr1",156135546,""
"chr1",156146697,""
"chr1",156157577,""
"chr1",156160177,""
"chr1",156177535,""
"chr1",156178374,""
"chr1",156193927,""
"chr1",156199819,""
"chr1",156203291,""
"chr1",156214807,""
"chr1",156218423,""
"chr1",156232382,""
"chr1",156236330,""
"chr1",156268688,""
"chr1",156271910,""
"chr1",156276937,""
"chr1",156285665,""
"chr1",156294149,""
"chr1",156294209,""
"chr1",156308384,""
"chr1",156316605,""
"chr1",156317569,""
"chr1",156330291,""
"chr1",156351363,""
"chr1",156367001,""
"chr1",156371703,""
"chr1",156373126,""
"chr1",156378553,""
"chr1",156381275,""
"chr1",156381908,""
"chr1",156382656,""
"chr1",156383183,""
"chr1",156397646,""
"chr1",156404464,""
"chr1",156408633,""
"chr1",156411368,""
"chr1",156412678,""
"chr1",156424208,""
"chr1",156425952,""
"chr1",156430268,""
"chr1",156437259,""
"chr1",156439793,""
"chr1",156455256,""
"chr1",156504327,""
"chr1",156516269,""
"chr1",156525124,""
"chr1",156533199,""
"chr1",156538685,""
"chr1",156543100,""
"chr1",156543764,""
"chr1",156548587,""
"chr1",156550007,""
"chr1",156554429,""
"chr1",156568938,""
"chr1",156580462,""
"chr1",156581176,""
"chr1",156598460,""
"chr1",156602866,""
"chr1",156619658,""
"chr1",156631109,""
"chr1",156638602,""
"chr1",156648176,""
"chr1",156652460,""
"chr1",156656566,""
"chr1",156659645,""
"chr1",156664847,""
"chr1",156669208,""
"chr1",156671745,""
"chr1",156683356,""
"chr1",156690519,""
"chr1",156692580,""
"chr1",156692967,""
"chr1",156693486,""
"chr1",156700862,""
"chr1",156719689,""
"chr1",156723343,""
"chr1",156725745,""
"chr1",156730859,""
"chr1",156742411,""
"chr1",156743766,""
"chr1",156759057,""
"chr1",156768177,""
"chr1",156776816,""
"chr1",156791826,""
"chr1",156797461,""
"chr1",156805750,""
"chr1",156806925,""
"chr1",156834913,""
"chr1",156839414,""
"chr1",156843858,""
"chr1",156855009,""
"chr1",156876441,""
"chr1",156885705,""
"chr1",156894824,""
"chr1",156899922,""
"chr1",156903671,""
"chr1",156903935,""
"chr1",156932430,""
"chr1",156943657,""
"chr1",156948345,""
"chr1",156951428,""
"chr1",156965101,""
"chr1",156969383,""
"chr1",156972436,""
"chr1",156982262,""
"chr1",156984641,""
"chr1",157022961,""
"chr1",157025360,""
"chr1",157031869,""
"chr1",157053485,""
"chr1",157066530,""
"chr1",157067263,""
"chr1",157070350,""
"chr1",157071510,""
"chr1",157077060,""
"chr1",157089993,""
"chr1",157092572,""
"chr1",157095382,""
"chr1",157103806,""
"chr1",157105021,""
"chr1",157107717,""
"chr1",157112225,""
"chr1",157114025,""
"chr1",157119355,""
"chr1",157119738,""
"chr1",157125678,""
"chr1",157126061,""
"chr1",157139832,""
"chr1",157148629,""
"chr1",157158914,""
"chr1",157160645,""
"chr1",157177319,""
"chr1",157181733,""
"chr1",157186622,""
"chr1",157191556,""
"chr1",157202457,""
"chr1",157205969,""
"chr1",157206991,""
"chr1",157217646,""
"chr1",157217921,""
"chr1",157228015,""
"chr1",157260479,""
"chr1",157263991,""
"chr1",157266505,""
"chr1",157267584,""
"chr1",157271670,""
"chr1",157280166,""
"chr1",157282312,""
"chr1",157283292,""
"chr1",157283428,""
"chr1",157286949,""
"chr1",157304637,""
"chr1",157305258,""
"chr1",157309771,""
"chr1",157313689,""
"chr1",157332303,""
"chr1",157353421,""
"chr1",157354893,""
"chr1",157355368,""
"chr1",157361097,""
"chr1",157361365,""
"chr1",157361617,""
"chr1",157366101,""
"chr1",157367873,""
"chr1",157368875,""
"chr1",157378922,""
"chr1",157381942,""
"chr1",157390962,""
"chr1",157395588,""
"chr1",157399412,""
"chr1",157399643,""
"chr1",157415706,""
"chr1",157417146,""
"chr1",157418009,""
"chr1",157418293,""
"chr1",157426012,""
"chr1",157427045,""
"chr1",157432331,""
"chr1",157432381,""
"chr1",157436400,""
"chr1",157449929,""
"chr1",157456780,""
"chr1",157464617,""
"chr1",157472327,""
"chr1",157472525,""
"chr1",157473742,""
"chr1",157474019,""
"chr1",157482352,""
"chr1",157493576,""
"chr1",157504947,""
"chr1",157508206,""
"chr1",157512581,""
"chr1",157513694,""
"chr1",157514908,""
"chr1",157515485,""
"chr1",157519418,""
"chr1",157519517,""
"chr1",157519726,""
"chr1",157538817,""
"chr1",157541438,""
"chr1",157548242,""
"chr1",157564245,""
"chr1",157568822,""
"chr1",157568935,""
"chr1",157569527,""
"chr1",157572372,""
"chr1",157580627,""
"chr1",157580657,""
"chr1",157589332,""
"chr1",157599404,""
"chr1",157623613,""
"chr1",157636843,""
"chr1",157641644,""
"chr1",157650353,""
"chr1",157653227,""
"chr1",157656129,""
"chr1",157664625,""
"chr1",157671893,""
"chr1",157674077,""
"chr1",157678308,""
"chr1",157678753,""
"chr1",157698600,""
"chr1",157710324,""
"chr1",157725622,""
"chr1",157740485,""
"chr1",157741909,""
"chr1",157747238,""
"chr1",157748535,""
"chr1",157774214,""
"chr1",157779793,""
"chr1",157784569,""
"chr1",157797572,""
"chr1",157800451,""
"chr1",157802204,""
"chr1",157811102,""
"chr1",157829918,""
"chr1",157839872,""
"chr1",157841795,""
"chr1",157866410,""
"chr1",157873146,""
"chr1",157875755,""
"chr1",157887072,""
"chr1",157909355,""
"chr1",157909504,""
"chr1",157920736,""
"chr1",157921734,""
"chr1",157921775,""
"chr1",157921807,""
"chr1",157921919,""
"chr1",157930713,""
"chr1",157935353,""
"chr1",157937686,""
"chr1",157938654,""
"chr1",157939735,""
"chr1",157940512,""
"chr1",157942368,""
"chr1",157949291,""
"chr1",157966143,""
"chr1",157968066,""
"chr1",157977445,""
"chr1",157985224,""
"chr1",157986014,""
"chr1",157995066,""
"chr1",157999516,""
"chr1",158004099,""
"chr1",158005818,""
"chr1",158007782,""
"chr1",158007963,""
"chr1",158012789,""
"chr1",158018599,""
"chr1",158019136,""
"chr1",158027886,""
"chr1",158038266,""
"chr1",158039922,""
"chr1",158052427,""
"chr1",158053542,""
"chr1",158055621,""
"chr1",158056500,""
"chr1",158056749,""
"chr1",158057357,""
"chr1",158059231,""
"chr1",158063541,""
"chr1",158066950,""
"chr1",158070087,""
"chr1",158070403,""
"chr1",158073453,""
"chr1",158073915,""
"chr1",158079856,""
"chr1",158080837,""
"chr1",158090709,""
"chr1",158103464,""
"chr1",158104430,""
"chr1",158118897,""
"chr1",158121627,""
"chr1",158132730,""
"chr1",158137054,""
"chr1",158139137,""
"chr1",158145967,""
"chr1",158148997,""
"chr1",158154456,""
"chr1",158165062,""
"chr1",158170415,""
"chr1",158175439,""
"chr1",158180329,""
"chr1",158197366,""
"chr1",158198099,""
"chr1",158200076,""
"chr1",158250175,""
"chr1",158250501,""
"chr1",158255035,""
"chr1",158267272,""
"chr1",158286226,""
"chr1",158286506,""
"chr1",158288048,""
"chr1",158291281,""
"chr1",158325219,""
"chr1",158325839,""
"chr1",158337016,""
"chr1",158338746,""
"chr1",158346134,""
"chr1",158354635,""
"chr1",158360452,""
"chr1",158362669,""
"chr1",158364756,""
"chr1",158365140,""
"chr1",158365743,""
"chr1",158379307,""
"chr1",158391311,""
"chr1",158396335,""
"chr1",158397854,""
"chr1",158399056,""
"chr1",158401888,""
"chr1",158402734,""
"chr1",158405839,""
"chr1",158408092,""
"chr1",158417406,""
"chr1",158421044,""
"chr1",158441755,""
"chr1",158445727,""
"chr1",158446776,""
"chr1",158447750,""
"chr1",158455481,""
"chr1",158461520,""
"chr1",158464259,""
"chr1",158476742,""
"chr1",158480448,""
"chr1",158480592,""
"chr1",158484566,""
"chr1",158490185,""
"chr1",158547563,""
"chr1",158550415,""
"chr1",158583542,""
"chr1",158584352,""
"chr1",158587049,""
"chr1",158606086,""
"chr1",158609075,""
"chr1",158622665,""
"chr1",158631265,""
"chr1",158634601,""
"chr1",158638145,""
"chr1",158644408,""
"chr1",158644877,""
"chr1",158649201,""
"chr1",158653029,""
"chr1",158654989,""
"chr1",158655999,""
"chr1",158656588,""
